civil_twilight,date,end_temp,end_time,females_assisted_down,females_assisted_up,females_unassisted_down,females_unassisted_up,frogs_down,frogs_up,harborton_zone_2-_corner_to_guardrail/_90°_turn,hours_monitored,juveniles_assisted_up,males_assisted_down,males_assisted_up,males_unassisted_down,males_unassisted_up,monitored_(y/n),notes,roadkills_female,roadkills_male,roadkills_unk,sheet_name,source_file,start_temp,start_time,sunset,team_hours,total_assisted,total_frogs_assisted_down,total_frogs_assisted_up,total_frogs_down,total_frogs_up,total_live_frogs,unassisted_females_down,unassisted_females_up,unassisted_males_down,unassisted_males_up,weather
1942.0,2020-03-11 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1912.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
1943.0,2020-03-12 00:00:00,47.0,19:55:00,0.0,0.0,,,,,,0.25,0.0,0.0,0.0,,,Y,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,47.0,19:40:00,1913.0,0.25,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,dry all day/nite; clear
1944.0,2020-03-13 00:00:00,41.0,19:45:00,0.0,0.0,,,,,,1.75,0.0,0.0,0.0,,,Y,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,43.0,18:00:00,1915.0,1.75,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,"dry, high broken clouds"
1946.0,2020-03-14 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1916.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,"dry, 30s"
1947.0,2020-03-15 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1917.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,Starred Up
1948.0,2020-03-16 00:00:00,49.0,18:45:00,0.0,0.0,,,,,,0.5,0.0,0.0,0.0,,,Y,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,51.0,18:15:00,1919.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,Clear and dry
1950.0,2020-03-17 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1920.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
1951.0,2020-03-18 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1921.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,Clear and Dry 3rd day
1952.0,2020-03-19 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,52.0,19:30:00,1923.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,Dry & clear all day
1954.0,2020-03-20 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1924.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
1955.0,2020-03-21 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1925.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
1956.0,2020-03-22 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,59.0,20:00:00,1927.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,clear and dry
1958.0,2020-03-23 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,SEASON SUSPENDED DUE TO COVID-19,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1928.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
1959.0,2020-03-24 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1929.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,SEASON CANCELLED BY STATE DECREE
2000.0,2020-03-25 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1931.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
2002.0,2020-03-26 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,N,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1932.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,"Cloudy, dry 'til late"
2003.0,2020-03-27 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1933.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
2004.0,2020-03-28 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1934.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
2006.0,2020-03-29 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1936.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
2007.0,2020-03-30 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1937.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
2008.0,2020-03-31 00:00:00,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,March 2020,frog_log_2019_20.xlsx,,,1938.0,,,0.0,0.0,0,0,,0.0,0.0,0.0,0.0,
1748,2020-02-01 00:00:00,42.0,18:00:00,0,0,,,,,,1.0,0.0,0,0,,,y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,44.0,17:00:00,1717,5.75,,0.0,0.0,0,0,,0,0.0,0,0,"dry,overcast"
1750,2020-02-02 00:00:00,38.0,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,38.0,18:00:00,1718,,,0.0,0.0,0,0,,0,0.0,0,0,dry
1751,2020-02-03 00:00:00,40.0,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,40.0,18:00:00,1720,,,0.0,0.0,0,0,,0,0.0,0,0,clear and dry
1753,2020-02-04 00:00:00,42.0,,0,0,,,,,,0.0,0.0,0,0,,,n,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,42.0,,1721,,,0.0,0.0,0,0,,0,0.0,0,0,dry
1754,2020-02-05 00:00:00,47.8,07:00:00,0,0,,,,,,2.0,0.0,0,0,,,y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,50.1,05:00:00,1723,7.0,,0.0,0.0,0,0,,0,0.0,0,0,"wet pavement, no rain"
1755,2020-02-06 00:00:00,52.0,23:00:00,4,16,,,,,,6.0,0.0,0,6,,,Y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,53.0,17:00:00,1724,8.5,,4.0,22.0,6,22,,2,0.0,0,0,dry; lite rain; on/off mist
1757,2020-02-07 00:00:00,47.4,19:30:00,0,0,,,,,,3.0,0.0,0,0,,,Y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,47.6,16:30:00,1726,8.0,,0.0,0.0,0,0,,0,0.0,0,0,"dry, barely misted"
1758,2020-02-08 00:00:00,41.0,18:00:00,0,0,,,,,,0.25,0.0,0,0,,,y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,42.0,17:45:00,1727,0.25,,0.0,0.0,0,0,,0,0.0,0,0,"wet pavement, no rain"
1759,2020-02-09 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1728,,,0.0,0.0,0,0,,0,0.0,0,0,41 & dry at 6 PM
1801,2020-02-10 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1730,,,0.0,0.0,0,0,,0,0.0,0,0,43 & dry at 6 PM
1802,2020-02-11 00:00:00,42.5,18:30:00,0,0,,,,,,1.0,0.0,0,0,,,y,"quiet, some psre singing but not too loud",0,0,0.0,February 2020,frog_log_2019_20.xlsx,45.5,17:30:00,1731,1.0,,0.0,0.0,0,0,,0,0.0,0,0,dry
1804,2020-02-12 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1733,,,0.0,0.0,0,0,,0,0.0,0,0,dry and too cold
1805,2020-02-13 00:00:00,42.0,20:30:00,0,1,,,,,,3.0,0.0,0,0,,,Y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,45.0,17:30:00,1734,8.0,,0.0,1.0,0,1,,0,0.0,0,0,Lite rain then dry/cold
1806,2020-02-14 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1736,0.0,,0.0,0.0,0,0,,0,0.0,0,0,cool and dry all day
1808,2020-02-15 00:00:00,44.0,19:30:00,3,2,,,,,,2.0,0.0,1,7,,,y,"frogs stayed put, though conditions seemed good",0,0,0.0,February 2020,frog_log_2019_20.xlsx,45.0,17:30:00,1737,18.0,,4.0,9.0,4,9,,0,0.0,0,0,raining
1809,2020-02-16 00:00:00,42.0,19:00:00,0,0,,,,,,1.0,0.0,0,0,,,Y,one roadkill salamander on Marina.,0,0,0.0,February 2020,frog_log_2019_20.xlsx,43.0,18:00:00,1739,3.0,,0.0,0.0,0,0,,0,0.0,0,0,dry
1810,2020-02-17 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,44.0,,1740,,,0.0,0.0,0,0,,0,0.0,0,0,dry
1812,2020-02-18 00:00:00,35.4,19:00:00,0,0,,,,,,1.0,0.0,0,0,,,y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,38.6,18:00:00,1742,2.0,,0.0,0.0,0,0,,0,0.0,0,0,dry
1813,2020-02-19 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,44.0,17:50:00,1743,,,0.0,0.0,0,0,,0,0.0,0,0,"dry, clear, T dropping"
1815,2020-02-20 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,48.0,18:00:00,1744,,,0.0,0.0,0,0,,0,0.0,0,0,"dry, temp dropping"
1816,2020-02-21 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1746,,,0.0,0.0,0,0,,0,0.0,0,0,sunny and dry all day
1817,2020-02-22 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1747,,,0.0,0.0,0,0,,0,0.0,0,0,"dry, cold"
1819,2020-02-23 00:00:00,40.5,19:00:00,0,0,,,,,,1.0,0.0,0,0,,,Y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,42.8,18:00:00,1749,2.0,,0.0,0.0,0,0,,0,0.0,0,0,wet pavement
1820,2020-02-24 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,45.0,,1750,,,0.0,0.0,0,0,,0,0.0,0,0,dry with scattered clouds
1821,2020-02-25 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1752,,,0.0,0.0,0,0,,0,0.0,0,0,dry. late afternoon clouds
1823,2020-02-26 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,,,1753,,,0.0,0.0,0,0,,0,0.0,0,0,"Dry all day, clear"
1824,2020-02-27 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,50.0,18:15:00,1754,,,0.0,0.0,0,0,,0,0.0,0,0,"Dry, clear, temp dropping"
1826,2020-02-28 00:00:00,40.2,20:30:00,6,8,,,,,,2.5,0.0,0,16,,,Y,,1,0,0.0,February 2020,frog_log_2019_20.xlsx,46.4,18:00:00,1756,7.0,,6.0,24.0,7,24,,1,0.0,0,0,Misty then clearing
1827,2020-02-29 00:00:00,38.0,,0,0,,,,,,0.0,0.0,0,0,,,y,,0,0,0.0,February 2020,frog_log_2019_20.xlsx,44.0,17:45:00,1757,4.5,,0.0,0.0,0,0,,0,0.0,0,0,wet pavement
2010,2020-04-01 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,Five Dunns salamanders in a seepy area on Harborton!,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1940,,,0.0,0.0,0,0,,0,0.0,0,0,
2011,2020-04-02 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,"over 30 chorus up, very lively frogs",0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1941,,,0.0,0.0,0,0,,0,0.0,0,0,
2012,2020-04-03 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1942,,,0.0,0.0,0,0,,0,0.0,0,0,
2014,2020-04-04 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1944,,,0.0,0.0,0,0,,0,0.0,0,0,
2015,2020-04-05 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1945,,,0.0,0.0,0,0,,0,0.0,0,0,
2017,2020-04-06 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1946,,,0.0,0.0,0,0,,0,0.0,0,0,
2018,2020-04-07 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1947,,,0.0,0.0,0,0,,0,0.0,0,0,
2019,2020-04-08 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1949,,,0.0,0.0,0,0,,0,0.0,0,0,
2021,2020-04-09 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1950,,,0.0,0.0,0,0,,0,0.0,0,0,
2022,2020-04-10 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1951,,,0.0,0.0,0,0,,0,0.0,0,0,
2023,2020-04-11 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1953,,,0.0,0.0,0,0,,0,0.0,0,0,
2025,2020-04-12 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1954,,,0.0,0.0,0,0,,0,0.0,0,0,
2026,2020-04-13 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1955,,,0.0,0.0,0,0,,0,0.0,0,0,
2028,2020-04-14 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1956,,,0.0,0.0,0,0,,0,0.0,0,0,
2029,2020-04-15 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1958,,,0.0,0.0,0,0,,0,0.0,0,0,
2030,2020-04-16 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,1959,,,0.0,0.0,0,0,,0,0.0,0,0,
2032,2020-04-17 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2000,,,0.0,0.0,0,0,,0,0.0,0,0,
2033,2020-04-18 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2002,,,0.0,0.0,0,0,,0,0.0,0,0,
2034,2020-04-19 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2003,,,0.0,0.0,0,0,,0,0.0,0,0,
2036,2020-04-20 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2004,,,0.0,0.0,0,0,,0,0.0,0,0,
2037,2020-04-21 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2005,,,0.0,0.0,0,0,,0,0.0,0,0,
2039,2020-04-22 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2007,,,0.0,0.0,0,0,,0,0.0,0,0,
2040,2020-04-23 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2008,,,0.0,0.0,0,0,,0,0.0,0,0,
2042,2020-04-24 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2009,,,0.0,0.0,0,0,,0,0.0,0,0,
2043,2020-04-25 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2011,,,0.0,0.0,0,0,,0,0.0,0,0,
2044,2020-04-26 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2012,,,0.0,0.0,0,0,,0,0.0,0,0,
2046,2020-04-27 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2013,,,0.0,0.0,0,0,,0,0.0,0,0,
2047,2020-04-28 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2014,,,0.0,0.0,0,0,,0,0.0,0,0,
2049,2020-04-29 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2016,,,0.0,0.0,0,0,,0,0.0,0,0,
2050,2020-04-30 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2020,frog_log_2019_20.xlsx,,,2017,,,0.0,0.0,0,0,,0,0.0,0,0,
1829,2019-11-01 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1757.0,,,0.0,0.0,0,0,,,,,,
1827,2019-11-02 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1756.0,,,0.0,0.0,0,0,,,,,,
1826,2019-11-03 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1755.0,,,0.0,0.0,0,0,,,,,,
1725,2019-11-04 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1653.0,,,0.0,0.0,0,0,,,,,,
1723,2019-11-05 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1652.0,,,0.0,0.0,0,0,,,,,,
1722,2019-11-06 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1651.0,,,0.0,0.0,0,0,,,,,,
1721,2019-11-07 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1649.0,,,0.0,0.0,0,0,,,,,,
1720,2019-11-08 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1648.0,,,0.0,0.0,0,0,,,,,,
1719,2019-11-09 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1647.0,,,0.0,0.0,0,0,,,,,,
1718,2019-11-10 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1646.0,,,0.0,0.0,0,0,,,,,,
1716,2019-11-11 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1644.0,,,0.0,0.0,0,0,,,,,,
1715,2019-11-12 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1643.0,,,0.0,0.0,0,0,,,,,,
1714,2019-11-13 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1642.0,,,0.0,0.0,0,0,,,,,,
1713,2019-11-14 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1641.0,,,0.0,0.0,0,0,,,,,,
1712,2019-11-15 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1640.0,,,0.0,0.0,0,0,,,,,,
1712,2019-11-16 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1639.0,,,0.0,0.0,0,0,,,,,,
1711,2019-11-17 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1638.0,,,0.0,0.0,0,0,,,,,,
1710,2019-11-18 00:00:00,55.0,07:30:00,0,0.0,0.0,0.0,,,,0.25,0.0,0.0,0.0,0.0,0.0,Y,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,55.0,07:15:00,1637.0,0.25,,0.0,0.0,0,0,,,,,,Wet pavement; sky clearing
1709,2019-11-19 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2019,frog_log_2019_20.xlsx,,,1636.0,,,0.0,0.0,0,0,,,,,,
